tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,player_name,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,round_rank,advancing_player_name,game_1_points_won,game_1_points_lost,game_2_points_won,game_2_points_lost,game_3_points_won,game_3_points_lost,team_one_players
Singapore Open 2018,Singapore,Singapore,19-07-2018,HSBC BWF World Tour Super 500,MS,Round of 16,2,2,0,14-21,14-21,0-0,Yu Igarashi,Bin Qiao,JPN,CHN,28,42,5,7,0,2,4,5,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '12-18', '12-19', '13-19', '14-19', '14-20', '14-21']",5.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '8-18', '9-18', '10-18', '11-18', '12-18', '12-19', '13-19', '14-19', '14-20', '14-21']",,,,,[],4,,21,14,21,14,0,0,
Singapore Open 2018,Singapore,Singapore,20-07-2018,HSBC BWF World Tour Super 500,MS,Quarter final,2,2,0,14-21,18-21,0-0,Wei Feng Chong,Bin Qiao,MAS,CHN,32,42,4,9,0,5,3,9,0,4,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '11-20', '12-20', '13-20', '14-20', '14-21']",4.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",,,,,[],3,,21,14,21,18,0,0,
Singapore Open 2018,Singapore,Singapore,21-07-2018,HSBC BWF World Tour Super 500,MS,Semi final,2,2,0,15-21,11-21,0-0,Tien Minh Nguyen,Jen Hao Hsu,VIE,TPE,26,42,3,4,0,2,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[],2,,21,15,21,11,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,11-21,8-21,0-0,Jeffrey Lam,Pratul Joshi,CAN,IND,19,42,3,6,0,4,3,5,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '6-14', '6-15', '6-16', '6-17', '7-17', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '11-21']",2.0,5.0,0.0,3.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '5-12', '5-13', '5-14', '5-15', '5-16', '5-17', '6-17', '6-18', '6-19', '6-20', '7-20', '8-20', '8-21']",,,,,[],6,,21,11,21,8,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,14-21,13-21,0-0,Elias Bracke,Mithun Manjunath,BEL,IND,27,42,4,8,0,4,2,7,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",4.0,8.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",,,,,[],6,,21,14,21,13,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,14-21,14-21,0-0,Gergely Krausz,Koji Naito,HUN,JPN,28,42,3,6,0,3,3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",3.0,5.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '14-21']",,,,,[],6,,21,14,21,14,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,11-21,10-21,0-0,Maksim Makalov,Rahul Yadav Chittaboina,RUS,IND,21,42,2,7,0,3,2,6,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '5-10', '6-10', '6-11', '6-12', '6-13', '7-13', '8-13', '8-14', '8-15', '9-15', '9-16', '9-17', '9-18', '10-18', '11-18', '11-19', '11-20', '11-21']",2.0,4.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '7-18', '8-18', '8-19', '9-19', '9-20', '10-20', '10-21']",,,,,[],6,,21,11,21,10,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,11-21,15-21,0-0,Fong Hau Sim,Koki Watanabe,MAS,JPN,26,42,3,7,0,5,2,5,0,3,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '11-20', '11-21']",3.0,7.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",,,,,[],6,,21,11,21,15,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,3,0,17-21,21-15,14-21,Eetu Heino,Sergey Sirant,FIN,RUS,52,57,4,6,2,3,3,6,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '17-21']",4.0,4.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '21-15']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '13-19', '14-19', '14-20', '14-21']",6,,21,17,15,21,21,14,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,15-21,13-21,0-0,Farouk Mohammed Hassan,Ilya Kamyshenkov,ENG,RUS,28,42,2,9,0,3,2,9,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",2.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '13-21']",,,,,[],6,,21,15,21,13,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,2,0,14-21,8-21,0-0,Xiaodong Sheng,Ajay Jayaram,CAN,IND,22,42,4,5,0,2,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '14-18', '14-19', '14-20', '14-21']",4.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",,,,,[],6,,21,14,21,8,0,0,
Russian Open 2018,Vladivostock,Russia,24-07-2018,BWF Tour Super 100,MS,Round of 64,2,3,0,18-21,21-9,17-21,Ilya Goncharov,Chun Kar Lung,RUS,ENG,56,51,5,5,1,8,3,4,0,4,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '18-20', '18-21']",5.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '19-9', '20-9', '21-9']",5.0,5.0,0.0,4.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '10-17', '11-17', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '17-20', '17-21']",6,,21,18,9,21,21,17,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,3,0,21-10,8-21,10-21,Ilya Kamyshenkov,Vladimir Nikulov,RUS,RUS,39,52,4,10,2,3,4,2,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",2.0,6.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '6-14', '7-14', '7-15', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",4.0,6.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '2-11', '2-12', '2-13', '2-14', '3-14', '4-14', '4-15', '4-16', '5-16', '6-16', '7-16', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '10-21']",5,,10,21,21,8,21,10,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,2,0,12-21,16-21,0-0,Pavel Kotsarenko,Luka Wraber,RUS,AUT,28,42,3,6,0,5,2,6,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '8-15', '8-16', '9-16', '9-17', '9-18', '10-18', '10-19', '10-20', '11-20', '12-20', '12-21']",3.0,5.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",,,,,[],5,,21,12,21,16,0,0,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,2,0,6-21,7-21,0-0,Chun Kar Lung,Kalle Koljonen,ENG,FIN,13,42,2,9,0,5,1,9,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '4-14', '4-15', '4-16', '4-17', '4-18', '5-18', '5-19', '5-20', '6-20', '6-21']",2.0,5.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '4-14', '4-15', '5-15', '5-16', '5-17', '5-18', '5-19', '5-20', '6-20', '7-20', '7-21']",,,,,[],5,,21,6,21,7,0,0,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,2,0,14-21,8-21,0-0,R. M. V. Gurusaidutt,Vladimir Malkov,IND,RUS,22,42,4,10,0,2,4,3,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '14-18', '14-19', '14-20', '14-21']",2.0,10.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '2-11', '2-12', '2-13', '2-14', '3-14', '3-15', '3-16', '4-16', '4-17', '5-17', '5-18', '6-18', '7-18', '7-19', '8-19', '8-20', '8-21']",,,,,[],5,,21,14,21,8,0,0,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,3,0,21-15,14-21,15-21,Ajay Jayaram,Subhankar Dey,IND,IND,50,57,6,5,1,3,6,5,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '19-12', '19-13', '19-14', '19-15', '20-15', '21-15']",2.0,3.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",3.0,4.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",5,,15,21,21,14,21,15,
Russian Open 2018,Vladivostock,Russia,25-07-2018,BWF Tour Super 100,MS,Round of 32,2,2,0,12-21,11-21,0-0,Egor Kurdyukov,Koji Naito,RUS,JPN,23,42,3,7,0,2,3,7,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '6-14', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '10-17', '10-18', '11-18', '12-18', '12-19', '12-20', '12-21']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '11-20', '11-21']",,,,,[],5,,21,12,21,11,0,0,
Russian Open 2018,Vladivostock,Russia,26-07-2018,BWF Tour Super 100,MS,Round of 16,2,2,0,9-21,10-21,0-0,Yuehang Wang,Vladimir Malkov,ENG,RUS,19,42,3,11,0,5,3,11,0,4,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '5-17', '5-18', '5-19', '6-19', '6-20', '7-20', '8-20', '9-20', '9-21']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '5-17', '6-17', '6-18', '7-18', '8-18', '8-19', '9-19', '10-19', '10-20', '10-21']",,,,,[],4,,21,9,21,10,0,0,
Russian Open 2018,Vladivostock,Russia,26-07-2018,BWF Tour Super 100,MS,Round of 16,2,2,0,11-21,19-21,0-0,Siddharth Pratap Singh,Subhankar Dey,IND,IND,30,42,3,7,0,5,1,7,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '8-16', '9-16', '9-17', '9-18', '9-19', '10-19', '10-20', '11-20', '11-21']",3.0,3.0,0.0,3.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '19-20', '19-21']",,,,,[],4,,21,11,21,19,0,0,
Russian Open 2018,Vladivostock,Russia,26-07-2018,BWF Tour Super 100,MS,Round of 16,2,3,0,12-21,21-14,16-21,Pablo Abian,Satheishtharan Ramachandran,ESP,MAS,49,56,7,6,1,4,2,4,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '12-21']",6.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",3.0,6.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '16-20', '16-21']",4,,21,12,14,21,21,16,
Russian Open 2018,Vladivostock,Russia,26-07-2018,BWF Tour Super 100,MS,Round of 16,2,2,0,9-21,7-21,0-0,Vladimir Nikulov,Ryotaro Maruo,RUS,JPN,16,42,3,12,0,3,2,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '6-15', '6-16', '7-16', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '9-21']",3.0,12.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '1-12', '1-13', '2-13', '3-13', '3-14', '3-15', '3-16', '4-16', '5-16', '6-16', '6-17', '6-18', '6-19', '6-20', '7-20', '7-21']",,,,,[],4,,21,9,21,7,0,0,
Russian Open 2018,Vladivostock,Russia,27-07-2018,BWF Tour Super 100,MS,Quarter final,2,2,0,18-21,12-21,0-0,Satheishtharan Ramachandran,Mithun Manjunath,MAS,IND,30,42,7,5,0,2,7,4,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '11-3', '11-4', '11-5', '12-5', '12-6', '12-7', '12-8', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '18-19', '18-20', '18-21']",2.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '12-17', '12-18', '12-19', '12-20', '12-21']",,,,,[],3,,21,18,21,12,0,0,
Russian Open 2018,Vladivostock,Russia,27-07-2018,BWF Tour Super 100,MS,Quarter final,2,2,0,20-22,15-21,0-0,Subhankar Dey,Vladimir Malkov,IND,RUS,35,43,5,6,1,2,5,5,1,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",2.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",,,,,[],3,,22,20,21,15,0,0,
Russian Open 2018,Vladivostock,Russia,27-07-2018,BWF Tour Super 100,MS,Quarter final,2,2,0,14-21,16-21,0-0,Misha Zilberman,Sourabh Verma,ISR,IND,30,42,3,4,0,4,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",2.0,4.0,0.0,3.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",,,,,[],3,,21,14,21,16,0,0,
